epoch,lr,loss,val_loss
0.0,0.0003,0.048619687779272384,0.03203498620004193
1.0,0.0003,0.026602155907500175,0.023086070219478203
2.0,0.000243,0.022458791969436346,0.019990144051843482
3.0,0.0002187,0.020373402811369963,0.0193857149158668
4.0,0.00019683,0.01908885938089772,0.01782723958742903
5.0,0.000177147,0.01812355056961956,0.02183974988022887
6.0,0.0001594323,0.017426065141283836,0.019743119731219578
7.0,0.00014348907,0.016941732891068085,0.017526014090186715
8.0,0.000129140163,0.01635955338827228,0.01677206015946298
9.0,0.0001162261467,0.015898284863337674,0.015403765314206175
10.0,0.00010460353203,0.015693291648636174,0.01576437806306966
11.0,9.4143178827e-05,0.015271873137057062,0.014646719543126302
12.0,8.47288609443e-05,0.015062946015096949,0.015691924988334743
13.0,7.625597484987e-05,0.014829794442813102,0.014531007977146989
14.0,6.8630377364883e-05,0.014523973951803522,0.014011544403184953
15.0,6.176733962839471e-05,0.014473910828060188,0.01378952341822005
16.0,5.559060566555524e-05,0.01427772147837443,0.0136693417692694
17.0,5.003154509899972e-05,0.014159246033964712,0.015854182346391313
18.0,4.502839058909975e-05,0.014017754190379386,0.013351810933137035
19.0,4.052555153018977e-05,0.013827901282747086,0.014254726636772167
20.0,3.64729963771708e-05,0.013686483806976646,0.014122391734309273
21.0,3.282569673945372e-05,0.013595376710878593,0.01317184804546825
22.0,2.9543127065508348e-05,0.01354871511676244,0.01339210869498783
23.0,2.6588814358957513e-05,0.013423152663851235,0.013480268492850347
24.0,2.392993292306176e-05,0.013327509431090765,0.012779339029027224
25.0,2.1536939630755587e-05,0.013298074954272161,0.01295837828169859
26.0,1.938324566768003e-05,0.013222845380731589,0.01287456201679506
27.0,1.7444921100912026e-05,0.013174774772088234,0.013237793657699115
28.0,1.5700428990820825e-05,0.013119256945574594,0.013114607183792246
29.0,1.4130386091738743e-05,0.013007741418940453,0.01254745997054005
30.0,1.271734748256487e-05,0.012979859463184673,0.012875633627778651
31.0,1.1445612734308383e-05,0.012971165615341309,0.012456469455051297
32.0,1.0301051460877545e-05,0.01292481498442514,0.013001164242457364
33.0,9.27094631478979e-06,0.012866558234004361,0.013178789541322795
34.0,8.343851683310812e-06,0.012824609944674558,0.013014614416657891
35.0,7.509466514979731e-06,0.012825408998604227,0.013282041816501288
36.0,6.758519863481758e-06,0.012814264996409603,0.012673987731130175
37.0,6.082667877133583e-06,0.012811593886678796,0.013516441788067678
38.0,5.4744010894202246e-06,0.012707464811688891,0.012954283293368724
39.0,4.9269609804782025e-06,0.012708020123274284,0.012081242873129108
40.0,4.434264882430382e-06,0.01265746504686814,0.012314628070927638
41.0,3.990838394187344e-06,0.012656570935429878,0.012330862557092117
42.0,3.59175455476861e-06,0.01265497720248581,0.012142536434054257
43.0,3.2325790992917493e-06,0.012666758028343378,0.012158733355640536
44.0,2.9093211893625745e-06,0.012664048904150044,0.012437475061400827
45.0,2.618389070426317e-06,0.01258204115178058,0.012442766490032571
46.0,2.3565501633836854e-06,0.012571450319026841,0.012272020092146375
47.0,2.120895147045317e-06,0.012572294087519241,0.012159087456333234
48.0,1.9088056323407854e-06,0.012572250733640041,0.012281473253275322
49.0,1.717925069106707e-06,0.012554076253066468,0.011995691944325974
50.0,1.5461325621960363e-06,0.012590467219221179,0.012503715830060763
51.0,1.3915193059764327e-06,0.012515144360865035,0.012145216714385884
52.0,1.2523673753787895e-06,0.012502730860368273,0.012105197262455882
53.0,1.1271306378409106e-06,0.012567639596390968,0.012050413388963802
54.0,1.0144175740568196e-06,0.012541179669527065,0.012401904909568483
55.0,9.129758166511377e-07,0.012507805983374008,0.012176284391860089
56.0,8.216782349860239e-07,0.012554193304530708,0.01204185367600759
57.0,7.395104114874216e-07,0.012525418140844131,0.012604966222119103
58.0,6.655593703386794e-07,0.012534722070393602,0.011987265424693042
59.0,5.990034333048114e-07,0.012512779218488373,0.011988561396777748
60.0,5.391030899743303e-07,0.012541911252587447,0.012007278947541064
61.0,4.851927809768973e-07,0.012575759891329742,0.012272737198185257
62.0,4.3667350287920755e-07,0.012543341566308056,0.012433141089773399
63.0,3.930061525912868e-07,0.012489248229107174,0.012078461687792169
64.0,3.5370553733215817e-07,0.01247617538534779,0.012082645970762685
65.0,3.1833498359894233e-07,0.01245870813979444,0.012202299530188953
66.0,2.865014852390481e-07,0.012485431485042199,0.012212082233855153
67.0,2.578513367151433e-07,0.012503828677274785,0.012051207663317324
68.0,2.32066203043629e-07,0.012479031796909335,0.012058235632688933
69.0,2.088595827392661e-07,0.012481366655636171,0.012209578321578884
70.0,1.879736244653395e-07,0.012487710617588178,0.012190367290200857
71.0,1.6917626201880554e-07,0.012531446090699368,0.012530722489334876
72.0,1.52258635816925e-07,0.012520253466725069,0.012633328302593679
73.0,1.3703277223523248e-07,0.012502467361851108,0.012283980897630857
74.0,1.2332949501170925e-07,0.012512845955056341,0.01234711561477919
75.0,1.1099654551053832e-07,0.012513004988431931,0.012188083774887268
76.0,9.98968909594845e-08,0.012519234614600637,0.011942304749809566
77.0,8.990720186353605e-08,0.012519681971288638,0.01232227454834659
78.0,8.091648167718244e-08,0.012479930869021535,0.012355935632086416
79.0,7.28248335094642e-08,0.012500751983904866,0.012184928478074437
